Imovel_ID,Preço,Area,Latitude,Longitude,Qtde_Quartos,Qtde_Banheiros,Qtde_Suites,Vagas_Garagem,Valor_IPTU,Valor_Cond,Regiao,Bairro,DataExtração,Rua,Numero,
130155,1070000.0,72.0,-19.9342285,-43.931464300000016,2,2,1,2,477.02,458.98,centro-sul,12/10/2018,Savassi,Rua Cláudio Manoel,878,
3240927,1095000.0,118.0,-19.9285202,-43.95920939999996,4,2,1,5,450.0,426.3,oeste,12/10/2018,Prado,Rua Sertões,100,
3264528,1150000.0,152.76,-19.9559281,-43.93623709999997,4,2,1,2,1000.0,469.62,centro-sul,12/10/2018,Sion,Rua Assunção,535,
153665,1160000.0,82.0,-19.9338422,-43.931342599999994,3,2,1,2,520.11,504.89,centro-sul,12/10/2018,Savassi,Rua Cláudio Manoel,878,
65158,1224417.0,126.0,-19.9817241,-43.978464599999995,4,2,1,3,1032.44,242.83,oeste,12/10/2018,Buritis,Avenida Senador José Augusto,260,
30866,1240235.0,126.0,-19.9817241,-43.978464599999995,4,2,1,3,931.08,242.83,oeste,12/10/2018,Buritis,Avenida Senador José Augusto,260,
341425,1240235.0,126.0,-19.9817241,-43.978464599999995,4,2,1,3,931.08,242.83,oeste,12/10/2018,Buritis,Avenida Senador José Augusto,260,
60600,1243765.0,126.0,-19.9824104,-43.97996999999998,4,2,1,3,965.35,251.8,oeste,12/10/2018,Buritis,Avenida Senador José Augusto,260,
63083,1280000.0,82.0,-19.9339667,-43.93152190000001,3,2,1,2,368.92,473.74,centro-sul,12/10/2018,Funcionários,Rua Cláudio Manoel,878,
3249670,1301765.0,126.0,-19.9812272,-43.97834820000003,4,2,1,3,965.35,251.8,oeste,12/10/2018,Buritis,Avenida Senador José Augusto,260,
2085005,1400000.0,249.28,-19.8893851,-43.93070869999997,4,3,1,4,700.0,255.0,nordeste,12/10/2018,Silveira,Rua Everardo Vieira,200,
130222,1600000.0,150.0,-19.9465796,-43.937404600000036,4,4,2,3,900.0,500.0,centro-sul,12/10/2018,Carmo,Rua Cristina,408,
130222,1600000.0,150.0,-19.9465796,-43.937404600000036,4,4,2,3,900.0,500.0,centro-sul,12/10/2018,Sion,Rua Cristina,408,
348385,1650000.0,135.0,-19.9336378,-43.93266140000003,4,2,1,3,1378.0,744.32,centro-sul,12/10/2018,Funcionários,Rua Cláudio Manoel,1029,
130258,1670000.0,150.0,-19.9465796,-43.937404600000036,4,4,2,3,700.0,500.0,centro-sul,12/10/2018,Carmo,Rua Cristina,408,
130258,1670000.0,150.0,-19.9465796,-43.937404600000036,4,4,2,3,700.0,500.0,centro-sul,12/10/2018,Sion,Rua Cristina,408,
10641,1830000.0,133.0,-19.928259,-43.9522326,4,3,2,3,880.0,805.16,centro-sul,12/10/2018,Santo Agostinho,Rua Ouro Preto,1274,
173163,2120000.0,160.0,-19.9442801,-43.93726950000001,4,4,2,3,1219.95,641.62,centro-sul,12/10/2018,São Pedro,Rua Lavras,438,
3199575,2200000.0,183.0,-19.9770396,-43.94263360000002,4,4,2,4,1874.0,1100.0,centro-sul,12/10/2018,Belvedere,Rua Rodrigo Otávio Coutinho,230,
3263494,2250000.0,305.0,-19.925356,-43.96457399999997,3,3,1,4,1400.0,490.0,oeste,12/10/2018,Prado,Rua Chopim,15,
1930204,2489353.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1930205,2489353.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1931551,2544271.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1931553,2564584.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1932008,2626638.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1930207,2636195.0,191.51,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1930208,2636195.0,191.51,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1932010,2679412.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1931554,2705203.0,191.51,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1932011,2706297.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1932012,2706297.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1924014,2757728.0,227.14,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1929761,2757728.0,227.14,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1932488,2760648.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1932009,2776273.0,191.51,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1932459,2788214.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1932460,2788214.0,183.0,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
1932013,2860471.0,191.51,-19.9787785,-43.94548910000003,4,4,2,4,1.0,1.0,centro-sul,12/10/2018,Belvedere,Rua Cypriano Souza Coutinho,47,
3237809,3250000.0,259.0,-19.9374361,-43.93904229999998,4,5,4,3,2200.0,759.56,centro-sul,12/10/2018,Funcionários,Rua Antônio de Albuquerque,1177,
3237809,3250000.0,259.0,-19.9374361,-43.93904229999998,4,5,4,3,2200.0,759.56,centro-sul,12/10/2018,Lourdes,Rua Antônio de Albuquerque,1177,
358198,774000.0,180.15,-19.9322586,-43.97638540000003,3,4,1,2,300.0,200.0,oeste,12/10/2018,Nova Suíssa,Rua das Camélias,152,
358191,525000.0,86.0,-19.9322586,-43.97638540000003,3,3,1,2,300.0,200.0,oeste,12/10/2018,Nova Suíssa,Rua das Camélias,152,
358192,532000.0,86.0,-19.9322586,-43.97638540000003,3,3,1,2,300.0,200.0,oeste,12/10/2018,Nova Suíssa,Rua das Camélias,152,
358179,350000.0,65.0,-19.9322586,-43.97638540000003,2,2,1,1,300.0,200.0,oeste,12/10/2018,Nova Suíssa,Rua das Camélias,152,
358184,390000.0,65.0,-19.9322586,-43.97638540000003,2,2,1,2,300.0,200.0,oeste,12/10/2018,Nova Suíssa,Rua das Camélias,152,
358190,396000.0,65.0,-19.9322586,-43.97638540000003,2,2,1,2,300.0,200.0,oeste,12/10/2018,Nova Suíssa,Rua das Camélias,152,
358170,495000.0,144.24,-19.9322586,-43.97638540000003,2,2,1,2,300.0,200.0,oeste,12/10/2018,Nova Suíssa,Rua das Camélias,152,
358162,516000.0,86.0,-19.9322586,-43.97638540000003,3,3,1,2,300.0,200.0,oeste,12/10/2018,Nova Suíssa,Rua das Camélias,152,
40653,135000.0,47.0,-19.8085471,-43.93478879999998,2,1,0,1,150.0,19.0,norte,12/10/2018,Jaqueline,Rua Izabel Raso,72,
40653,135000.0,47.0,-19.8085471,-43.93478879999998,2,1,0,1,150.0,19.0,norte,12/10/2018,Juliana,Rua Izabel Raso,72,
2522504,150000.0,41.94,-19.896869,-44.015712199999996,2,1,0,1,113.0,0.0,noroeste,12/10/2018,São Salvador,Rua Barbosa,12,
346175,199000.0,64.32,-19.8308399,-43.97773599999999,2,1,0,1,250.0,69.4,pampulha,12/10/2018,Santa Branca,Rua dos Maias,350,
346175,199000.0,64.32,-19.8308399,-43.97773599999999,2,1,0,1,250.0,69.4,pampulha,12/10/2018,Santa Mônica,Rua dos Maias,350,
3254626,220000.0,61.0,-19.9060969,-43.94180299999999,2,1,0,1,400.0,63.19,leste,12/10/2018,Colégio Batista,Rua Itabira,510,
3254626,220000.0,61.0,-19.9060969,-43.94180299999999,2,1,0,1,400.0,63.19,nordeste,12/10/2018,Lagoinha,Rua Itabira,510,
3254869,240000.0,80.0,-19.9426771,-43.9139222,3,3,1,1,462.87,108.87,centro-sul,12/10/2018,Serra,Rua Caraça,977,
363309,300000.0,70.0,-19.8717845,-43.9218616,3,2,1,1,330.0,99.0,nordeste,12/10/2018,Fernão Dias,Rua Aiuruoca,25,
3245468,320000.0,78.0,-19.8788802,-43.9346711,3,1,1,1,570.0,166.0,nordeste,12/10/2018,Ipiranga,Avenida Bernardo Vasconcelos,2061,
3245468,320000.0,78.0,-19.8788802,-43.9346711,3,1,1,1,570.0,166.0,nordeste,12/10/2018,Palmares,Avenida Bernardo Vasconcelos,2061,
3265889,320000.0,100.0,-19.928542,-43.968818999999996,3,3,1,1,230.0,70.0,oeste,12/10/2018,Calafate,Rua Maranguape,355,
3265889,320000.0,100.0,-19.928542,-43.968818999999996,3,3,1,1,230.0,70.0,oeste,12/10/2018,Prado,Rua Maranguape,355,
3269204,330000.0,95.0,-19.8347333,-43.96770200000003,3,2,1,1,220.0,106.82,pampulha,12/10/2018,Santa Branca,Rua das Canárias,2361,
349307,350000.0,68.0,-19.8616707,-43.953866800000014,3,2,1,1,200.0,78.34,pampulha,12/10/2018,Jaraguá,Rua Flor-de-fogo,65,
349307,350000.0,68.0,-19.8616707,-43.953866800000014,3,2,1,1,200.0,78.34,pampulha,12/10/2018,Liberdade,Rua Flor-de-fogo,65,
339574,380000.0,54.78,-19.8797704,-43.9204742,2,1,1,2,358.05,100.94,leste,12/10/2018,Cidade Nova,Rua Walace,269,
339574,380000.0,54.78,-19.8797704,-43.9204742,2,1,1,2,358.05,100.94,nordeste,12/10/2018,União,Rua Walace,269,
352808,380000.0,100.0,-19.941403,-43.91558199999997,3,2,1,1,250.0,103.53,centro-sul,12/10/2018,Serra,Rua Capelinha,183,
3244848,420000.0,125.0,-19.8713793,-43.922402000000034,3,2,1,1,450.0,108.0,nordeste,12/10/2018,Fernão Dias,Rua Aiuruoca,25,
3260729,420000.0,120.0,-19.9692818,-43.97461279999999,3,2,1,2,250.0,97.0,oeste,12/10/2018,Havaí,Rua Estácio Rodrigues,547,
3260729,420000.0,120.0,-19.9692818,-43.97461279999999,3,2,1,2,250.0,97.0,oeste,12/10/2018,Nova Barroca,Rua Estácio Rodrigues,547,
3262568,430000.0,110.0,-19.969006,-43.97092700000002,4,3,1,2,302.64,232.0,oeste,12/10/2018,Buritis,Rua Fidélis Martins,173,
3240884,440000.0,180.0,-19.9164148,-43.92467629999999,3,3,1,2,300.0,159.0,leste,12/10/2018,Sagrada Família,Rua Teixeira Soares,580,
3240884,440000.0,180.0,-19.9164148,-43.92467629999999,3,3,1,2,300.0,159.0,leste,12/10/2018,Santa Tereza,Rua Teixeira Soares,580,
3249842,463000.0,148.7,-19.8972444,-43.92679039999996,2,3,1,3,250.0,187.75,leste,12/10/2018,Sagrada Família,Rua Itajubá,2225,
174880,465000.0,78.0,-19.886819,-43.93188299999997,3,3,2,2,232.0,126.75,nordeste,12/10/2018,Ipiranga,Rua Seritinga,107,
174880,465000.0,78.0,-19.886819,-43.93188299999997,3,3,2,2,232.0,126.75,nordeste,12/10/2018,Silveira,Rua Seritinga,107,
169084,675000.0,97.37,-19.9287114,-43.964969800000006,4,3,1,2,495.0,194.0,oeste,12/10/2018,Prado,Rua Cuiabá,977,
137713,900000.0,224.0,-19.8831955,-43.927283399999965,4,2,1,3,516.0,142.12,leste,12/10/2018,Cidade Nova,Rua Flor-de-jequitibá,25,
137713,900000.0,224.0,-19.8831955,-43.927283399999965,4,2,1,3,516.0,142.12,nordeste,12/10/2018,União,Rua Flor-de-jequitibá,25,
3251295,990000.0,208.46,-19.8838149,-43.93421999999998,3,2,1,4,360.0,309.95,nordeste,12/10/2018,Ipiranga,Rua Princesa Leopoldina,252,
3251295,990000.0,208.46,-19.8838149,-43.93421999999998,3,2,1,4,360.0,309.95,nordeste,12/10/2018,Silveira,Rua Princesa Leopoldina,252,
3230598,1380000.0,282.0,-19.93005,-43.967941999999994,5,4,1,3,570.0,345.0,oeste,12/10/2018,Prado,Rua Atenas,128,
3252930,530000.0,85.0,0.0,0.0,3,2,1,2,750.0,240.0,oeste,12/10/2018,Buritis,Rua Fidélis Martins,90,
3252318,683000.0,202.0,-19.926664,-43.97479699999997,4,3,1,3,324.0,130.0,oeste,12/10/2018,Calafate,Rua Pimentel Barbosa,75,
3252318,683000.0,202.0,-19.926664,-43.97479699999997,4,3,1,3,324.0,130.0,oeste,12/10/2018,Nova Suíssa,Rua Pimentel Barbosa,75,
3254234,530000.0,120.0,-19.8702627,-43.93914760000001,3,2,1,3,300.0,128.0,nordeste,12/10/2018,Palmares,Rua Jorge Angel Livraga,159,
3258204,580000.0,60.0,-19.9352356,-43.95561729999997,2,2,1,2,692.0,180.28,oeste,12/10/2018,Barroca,Rua Ludgero Dolabela,390,
3258204,580000.0,60.0,-19.9352356,-43.95561729999997,2,2,1,2,692.0,180.28,oeste,12/10/2018,Gutierrez,Rua Ludgero Dolabela,390,
28132,737000.0,126.0,-19.9750891,-43.967010200000004,4,3,1,3,580.0,0.0,oeste,12/10/2018,Buritis,Rua Marco Aurélio de Miranda,225,
180784,1400000.0,135.0,-19.9546787,-43.93684669999999,4,4,3,3,0.0,95.8,centro-sul,12/10/2018,Sion,Rua Peru,56,
1690161,479000.0,105.0,-19.973253,-43.966125000000034,3,2,1,2,665.0,247.87,oeste,12/10/2018,Buritis,Rua Henrique Furtado Portugal,24,
23189,750000.0,142.0,-19.9736636,-43.96759939999998,4,5,2,3,300.0,273.0,oeste,12/10/2018,Buritis,Rua Marco Aurélio de Miranda,316,
3245429,365000.0,66.17,-19.9474231,-43.9851448,3,1,1,2,1.0,1.0,oeste,12/10/2018,Salgado Filho,Rua Campo Formoso,140,
3263967,115000.0,41.06,-20.0108715,-44.01080430000002,2,1,0,1,150.0,0.0,barreiro,12/10/2018,Solar do Barreiro (Barreiro),Rua Bruno Felipe Ferreira,170,
167617,125000.0,40.0,-19.886147,-43.93330700000001,1,1,1,0,30.0,31.36,nordeste,12/10/2018,Ipiranga,Rua Ingá,293,
341023,130000.0,54.98,-19.8457521,-43.88567849999998,2,1,0,1,124.0,0.0,nordeste,12/10/2018,Jardim Vitória,Rua dos Borges,1390,
341023,130000.0,54.98,-19.8457521,-43.88567849999998,2,1,0,1,124.0,0.0,nordeste,12/10/2018,Vitória,Rua dos Borges,1390,
1657116,130000.0,47.0,-19.809275,-43.93803200000002,2,1,0,1,160.0,28.0,norte,12/10/2018,Juliana,Rua José Luiz Azevedo,186,
1657116,130000.0,47.0,-19.809275,-43.93803200000002,2,1,0,1,160.0,28.0,venda-nova,12/10/2018,Venda Nova,Rua José Luiz Azevedo,186,
3238263,135000.0,42.54,-19.9456108,-44.01082730000002,2,1,0,1,145.0,0.0,noroeste,12/10/2018,Califórnia,Rua Nióbio,175,
3238263,135000.0,42.54,-19.9456108,-44.01082730000002,2,1,0,1,145.0,0.0,noroeste,12/10/2018,Camargos,Rua Nióbio,175,
220425,160000.0,56.0,-19.822401,-43.97200299999997,2,1,0,0,120.0,0.0,pampulha,12/10/2018,Santa Mônica,Rua Ministro Oliveira Salazar,818,
356871,169000.0,42.0,-19.8196855,-43.943042200000036,2,1,0,1,190.0,27.0,norte,12/10/2018,Juliana,Rua Acacio Costa Junior,711,
165902,170000.0,55.19,-19.835878,-43.968039999999974,2,1,0,1,120.0,0.0,pampulha,12/10/2018,Santa Branca,Avenida Martinica,530,
165902,170000.0,55.19,-19.835878,-43.968039999999974,2,1,0,1,120.0,0.0,pampulha,12/10/2018,Santa Mônica,Avenida Martinica,530,
353026,174000.0,43.13,-19.8330416,-43.93782909999999,2,1,0,1,100.0,0.0,norte,12/10/2018,Floramar,Rua Luiz Bondezan,180,
353026,174000.0,43.13,-19.8330416,-43.93782909999999,2,1,0,1,100.0,0.0,norte,12/10/2018,Planalto,Rua Luiz Bondezan,180,
359056,180000.0,50.41,-19.938649,-44.01871240000003,2,1,0,1,175.0,0.0,noroeste,12/10/2018,Califórnia,Rua Luiza Efigênia Silva,397,
359056,180000.0,50.41,-19.938649,-44.01871240000003,2,1,0,1,175.0,0.0,noroeste,12/10/2018,Camargos,Rua Luiza Efigênia Silva,397,
341293,184900.0,51.0,-19.8284841,-43.93887280000001,2,1,0,1,150.0,59.43,norte,12/10/2018,Floramar,Rua Alga Verde,22,
341293,184900.0,51.0,-19.8284841,-43.93887280000001,2,1,0,1,150.0,59.43,norte,12/10/2018,Jardim Guanabara,Rua Alga Verde,22,
3256197,185000.0,53.0,-19.8833365,-43.95841419999999,3,2,0,1,250.0,27.41,nordeste,12/10/2018,Cachoeirinha,Praça Bernardo da Veiga,50,
3256197,185000.0,53.0,-19.8833365,-43.95841419999999,3,2,0,1,250.0,27.41,noroeste,12/10/2018,Nova Cachoeirinha,Praça Bernardo da Veiga,50,
352098,188000.0,65.0,-19.8407432,-43.889251599999966,3,1,0,1,150.0,0.0,nordeste,12/10/2018,Acaiaca,Rua João Lemos,530,
352098,188000.0,65.0,-19.8407432,-43.889251599999966,3,1,0,1,150.0,0.0,nordeste,12/10/2018,Paulo Vi,Rua João Lemos,530,
3249814,190000.0,45.0,-19.8847617,-43.9585017,2,1,0,0,220.0,251.0,noroeste,12/10/2018,Ermelinda,Rua Francisco Castelnau,40,
3249814,190000.0,45.0,-19.8847617,-43.9585017,2,1,0,0,220.0,251.0,noroeste,12/10/2018,Nova Cachoeirinha,Rua Francisco Castelnau,40,
24294,192000.0,50.0,-19.9620149,-43.988007900000014,2,1,0,1,200.0,60.0,oeste,12/10/2018,Betânia,Rua das Canoas,555,
49868,195000.0,60.0,-19.825554,-43.95348409999997,2,1,0,1,300.0,68.96,norte,12/10/2018,Planalto,Rua Francisco Augusto Rocha,106,
1837458,195000.0,47.0,-19.9020084,-43.91961789999999,2,1,0,1,150.0,0.0,leste,12/10/2018,Sagrada Família,Rua Maria Martins Guimarães,1563,
1671787,200000.0,57.0,-19.8727471,-43.95728180000003,3,1,0,1,225.0,74.0,pampulha,12/10/2018,São Francisco,Rua Alcobaça,139,
3265473,200000.0,62.0,-19.954848,-43.983256100000006,3,1,0,1,250.0,65.76,oeste,12/10/2018,Betânia,Rua Belas Noites,35,
3265473,200000.0,62.0,-19.954848,-43.983256100000006,3,1,0,1,250.0,65.76,oeste,12/10/2018,Cinquentenário,Rua Belas Noites,35,
3237418,215000.0,55.0,-19.9622645,-43.965597900000034,3,1,0,1,280.0,27.37,oeste,12/10/2018,Estoril,Rua Paulo Piedade Campos,833,
359060,220000.0,54.0,-19.989813,-43.99071100000003,3,1,0,1,260.0,1.11,barreiro,12/10/2018,Bonsucesso,Rua José Diniz Melo,97,
359060,220000.0,54.0,-19.989813,-43.99071100000003,3,1,0,1,260.0,1.11,barreiro,12/10/2018,Milionários,Rua José Diniz Melo,97,
3261830,230000.0,54.34,-19.973253,-43.966125000000034,3,1,1,1,250.0,83.76,oeste,12/10/2018,Buritis,Rua Henrique Furtado Portugal,180,
3261830,230000.0,54.34,-19.973253,-43.966125000000034,3,1,1,1,250.0,83.76,oeste,12/10/2018,Estoril,Rua Henrique Furtado Portugal,180,
3240280,235000.0,65.0,-19.9144565,-43.92676660000001,2,1,0,1,150.0,0.0,leste,12/10/2018,Floresta,Rua Salinas,856,
3262307,237000.0,50.0,-19.9664936,-43.96652879999999,2,2,1,1,165.0,74.27,oeste,12/10/2018,Buritis,Rua Professora Bartira Mourão,418,
339734,239900.0,60.0,-19.8460681,-43.9764442,2,1,0,1,160.0,292.5,pampulha,12/10/2018,Jardim Atlântico,Avenida Portugal,2857,
14909,240000.0,69.0,-19.889888,-43.93498599999998,3,2,1,1,220.0,66.0,nordeste,12/10/2018,Silveira,Rua Carlos Turner,411,
351594,240000.0,100.0,-19.801882,-43.982875000000035,2,1,0,1,200.0,0.0,venda-nova,12/10/2018,Mantiqueira,Rua José Félix Martins,575,
353747,240000.0,100.85,-19.809049,-43.98081500000001,2,1,0,1,200.0,76.0,venda-nova,12/10/2018,Letícia,Rua Emídio Furtado,460,
357375,240000.0,54.0,-19.9555594,-43.977205200000014,3,1,0,1,223.0,63.0,oeste,12/10/2018,Havaí,Rua Maria Beatriz,1058,
1826045,240000.0,110.0,-19.898537,-43.995048,2,1,1,2,130.0,95.31,pampulha,12/10/2018,Castelo,Rua Leopoldo Campos Nunes,591,
1826045,240000.0,110.0,-19.898537,-43.995048,2,1,1,2,130.0,95.31,pampulha,12/10/2018,Manacás,Rua Leopoldo Campos Nunes,591,
3270432,245000.0,60.0,-19.9802511,-43.973454300000014,3,1,0,1,180.0,85.0,oeste,12/10/2018,Buritis,Rua Pedro Natalício de Morais,400,
3252690,250000.0,123.0,-19.9343371,-43.952635999999984,4,1,0,0,104.0,88.78,centro-sul,12/10/2018,Barro Preto,Avenida do Contorno,10673,
3252690,250000.0,123.0,-19.9343371,-43.952635999999984,4,1,0,0,104.0,88.78,centro-sul,12/10/2018,Centro,Avenida do Contorno,10673,
3254576,250000.0,82.0,-19.8325434,-43.9672789,2,1,0,2,198.0,89.4,pampulha,12/10/2018,Santa Branca,Rua Júlio Diniz,377,
3246866,254900.0,70.0,-19.9604323,-43.96646989999999,2,1,0,2,280.0,80.0,oeste,12/10/2018,Estoril,Rua Mário Coutinho,601,
339547,260000.0,75.0,-19.9449114,-43.96459709999999,3,2,1,1,250.0,78.49,oeste,12/10/2018,Grajaú,Rua Marechal Jofre,237,
339547,260000.0,75.0,-19.9449114,-43.96459709999999,3,2,1,1,250.0,78.49,oeste,12/10/2018,Nova Granada,Rua Marechal Jofre,237,
340859,260000.0,78.69,-19.8835509,-43.956845499999986,3,1,0,1,303.0,677.26,noroeste,12/10/2018,Nova Cachoeirinha,Rua Frei Cipriano,133,
3215083,264900.0,106.0,-19.882746,-43.93331899999998,2,1,1,1,370.0,103.0,nordeste,12/10/2018,Ipiranga,Rua Pio Xi,150,
359457,269000.0,62.59,-19.8247225,-43.98106519999999,2,1,1,1,1.0,1.0,pampulha,12/10/2018,Santa Mônica,Rua dos Uiacás,337,
359462,269000.0,62.59,-19.824987,-43.981719,3,1,1,1,1.0,1.0,pampulha,12/10/2018,Santa Mônica,Rua dos Uiacás,337,
359460,270000.0,62.59,-19.8247851,-43.981178099999966,3,1,1,1,1.0,1.0,pampulha,12/10/2018,Santa Mônica,Rua dos Uiacás,337,
2539670,270000.0,65.0,-19.9680256,-43.96877310000002,3,2,1,1,290.0,80.0,oeste,12/10/2018,Buritis,Rua Ernani Agricola,684,
3237995,270000.0,62.0,-19.8967301,-43.92787420000002,2,2,0,1,500.0,99.88,leste,12/10/2018,Cidade Nova,Avenida Cristiano Machado,1837,
3237995,270000.0,62.0,-19.8967301,-43.92787420000002,2,2,0,1,500.0,99.88,nordeste,12/10/2018,Silveira,Avenida Cristiano Machado,1837,
3235183,275000.0,98.0,-19.8867489,-44.002116,3,1,1,2,200.0,106.0,pampulha,12/10/2018,Castelo,Rua José Mendes de Carvalho,235,
3235183,275000.0,98.0,-19.8867489,-44.002116,3,1,1,2,200.0,106.0,pampulha,12/10/2018,Pampulha,Rua José Mendes de Carvalho,235,
136579,280000.0,75.0,-19.9794719,-43.9632484,3,2,1,1,355.0,95.0,oeste,12/10/2018,Buritis,Rua José Hemetério Andrade,485,
340968,280000.0,63.53,-19.8911406,-43.99697960000003,3,1,1,1,140.0,62.78,pampulha,12/10/2018,Castelo,Rua Desembargador José Burnier,13,
364925,280000.0,116.0,-19.8194902,-43.94687010000001,3,2,1,1,1.0,998.15,norte,12/10/2018,Juliana,Rua Tamarix,79,
1381166,280000.0,70.0,-19.894001,-43.93188900000001,2,1,0,2,150.0,79.29,nordeste,12/10/2018,Silveira,Rua João Lourival Dias,67,
1672645,280000.0,60.0,-19.8741246,-43.99910190000003,2,1,1,2,150.0,85.0,pampulha,12/10/2018,Castelo,Rua Castelo de Ajuda,363,
3244769,280000.0,63.97,-19.886278,-43.941467999999986,2,1,0,1,250.0,74.37,nordeste,12/10/2018,Cachoeirinha,Rua Indianópolis,1108,
3244769,280000.0,63.97,-19.886278,-43.941467999999986,2,1,0,1,250.0,74.37,nordeste,12/10/2018,Renascença,Rua Indianópolis,1108,
352010,285000.0,136.28,-19.894737,-43.906132000000014,3,2,0,1,50.0,69.0,leste,12/10/2018,Boa Vista,Rua Maria Francisca,142,
352010,285000.0,136.28,-19.894737,-43.906132000000014,3,2,0,1,50.0,69.0,leste,12/10/2018,Santa Inês,Rua Maria Francisca,142,
3258470,289000.0,98.0,-19.9326322,-43.98162159999998,3,2,1,1,185.0,0.0,oeste,12/10/2018,Nova Suíssa,Rua Monte Simplon,464,
3244038,290000.0,65.0,-19.9224626,-43.91537649999998,3,1,0,1,460.0,103.77,centro-sul,12/10/2018,Santa Efigênia,Rua Joao Ribeiro,149,
3256388,295000.0,100.0,-19.8607386,-43.94018010000002,2,2,0,2,220.0,85.0,pampulha,12/10/2018,Dona Clara,Rua Desembargador Fernando Bhering,94,
3256388,295000.0,100.0,-19.8607386,-43.94018010000002,2,2,0,2,220.0,85.0,pampulha,12/10/2018,Jaraguá,Rua Desembargador Fernando Bhering,94,
1951765,300000.0,58.58,-19.8819433,-43.92023449999999,2,2,1,1,300.0,115.0,nordeste,12/10/2018,União,Rua Nelson,420,
3245618,300000.0,100.0,-19.8693706,-43.93087409999998,2,2,0,1,220.0,85.0,nordeste,12/10/2018,Ipiranga,Rua Delegado Álvaro Loureiro,196,
3245618,300000.0,100.0,-19.8693706,-43.93087409999998,2,2,0,1,220.0,85.0,nordeste,12/10/2018,Palmares,Rua Delegado Álvaro Loureiro,196,
363056,305000.0,91.5,-19.904823,-43.938414999999964,3,2,0,1,320.0,24.37,leste,12/10/2018,Colégio Batista,Rua Pitangui,1010,
363056,305000.0,91.5,-19.904823,-43.938414999999964,3,2,0,1,320.0,24.37,leste,12/10/2018,Floresta,Rua Pitangui,1010,
153287,310000.0,70.0,-19.8908224,-43.92399510000001,3,2,0,1,370.0,97.81,leste,12/10/2018,Cidade Nova,Rua Irmãos Kennedy,85,
3245270,310000.0,80.0,-19.8939611,-43.99652639999999,3,1,1,1,320.0,77.15,pampulha,12/10/2018,Castelo,Rua Doutor Luís Ratton,30,
3245270,310000.0,80.0,-19.8939611,-43.99652639999999,3,1,1,1,320.0,77.15,pampulha,12/10/2018,Manacás,Rua Doutor Luís Ratton,30,
334029,315000.0,42.0,-19.9444893,-43.947810600000025,1,1,1,1,600.0,200.0,centro-sul,12/10/2018,Santo Antônio,Rua Teixeira de Freitas,784,
359439,319000.0,110.64,-19.8231659,-43.98220939999999,3,1,1,1,0.01,1.0,pampulha,12/10/2018,Santa Mônica,Rua dos Uiacás,337,
10870,320000.0,85.0,-19.874429,-43.93086499999998,3,2,1,2,500.0,76.32,nordeste,12/10/2018,Palmares,Rua Luiz Zuddio,325,
